Product,Product_Brand,Item_Category,Subcategory_1,Subcategory_2,Item_Rating,Date,Selling_Price
P-7036,B-1859,mobiles accessories,tablet accessories,cases covers,1.6,01-01-2015,1293
P-10586,B-3231,clothing,women s clothing,lingerie sleep swimwear,3.1,01-07-2014,189
P-10187,B-2701,mobiles accessories,tablet accessories,cases covers,4.7,31-12-2016,251
P-6713,B-378,clothing,women s clothing,lingerie sleep swimwear,1,01-07-2017,246
P-9755,B-2541,home decor festive needs,table decor handicrafts,showpieces,4.7,31-12-2016,270
P-728,B-133,automotive,accessories spare parts,car interior exterior,3.2,12-01-2018,1591
P-5622,B-1496,jewellery,bangles bracelets armlets,bangles,2.4,30-12-2017,716
P-3326,B-860,jewellery,necklaces chains,necklaces,3.1,12-01-2016,249
P-6449,B-1680,libas printed women s anarkali kurta,unknown,unknown,4.7,04-05-2016,920
P-799,B-133,automotive,accessories spare parts,car interior exterior,1.4,12-01-2015,1344
P-1973,B-423,home entertainment,mp3 players ipods accessories,headphones,5,26-06-2015,291
P-3150,B-809,automotive,accessories spare parts,car electronics accessories,2.4,12-01-2014,190
P-649,B-133,automotive,accessories spare parts,car interior exterior,2.4,12-01-2015,1592
P-4044,B-3078,footwear,men s footwear,casual shoes,4.3,29-12-2018,1590
P-5097,B-1349,baby care,furniture furnishings,inflatable products,3.5,20-12-2013,431
P-10334,B-2733,home furnishing,bed linen,blankets quilts dohars,5,01-01-2020,1095
P-1058,B-151,home furnishing,bath linen,towels,4.2,20-12-2014,243
P-3089,B-793,furniture,living room,sofas sectionals,3.6,31-12-2015,70784
P-8759,B-3078,kitchen dining,coffee mugs,prithish coffee mugs,5,12-01-2014,219
P-1484,B-269,automotive,accessories spare parts,car interior exterior,1.6,01-07-2015,803
P-3737,B-3078,footwear,women s footwear,wedges,3.4,01-07-2013,491
P-6871,B-3078,watches,wrist watches,maxima wrist watches,2,01-07-2015,693
P-6541,B-1721,clothing,kids clothing,girls wear,3.8,04-02-2013,1490
P-6881,B-3078,watches,wrist watches,maxima wrist watches,4.5,01-07-2015,1158
P-4562,B-449,clothing,women s clothing,lingerie sleep swimwear,2.2,01-07-2020,495
P-7123,B-3078,clothing,women s clothing,western wear,2,12-01-2019,891
P-11092,B-378,clothing,women s clothing,lingerie sleep swimwear,3.7,01-07-2015,249
P-5191,B-1377,jewellery,rings,unknown,2.3,01-07-2015,13888
P-5384,B-1431,jewellery,rings,unknown,2.5,01-01-2014,27000
P-1625,B-330,home furnishing,bed linen,bedsheets,3.3,12-03-2017,1953
P-3512,B-909,home furnishing,curtains accessories,curtains,1.6,31-12-2019,490
P-842,B-133,automotive,accessories spare parts,car interior exterior,2.4,12-01-2012,1347
P-9330,B-2415,mobiles accessories,tablet accessories,cases covers,1.6,01-01-2020,1495
P-8884,B-2301,jewellery,bangles bracelets armlets,bangles,4.2,12-12-2018,350
P-10941,B-2895,computers,network components,routers,4.4,12-01-2013,2673
P-4138,B-3078,clothing,women s clothing,western wear,2.8,31-12-2017,393
P-5225,B-1389,home furnishing,bed linen,bedsheets,3.8,20-06-2015,277
P-1442,B-3078,ebooks,academic texts,medical,2.4,01-07-2020,7523
P-11187,B-3078,watches,wrist watches,timex wrist watches,3.7,29-12-2013,3121
P-9252,B-2388,clothing,kids clothing,girls wear,3.5,06-10-2014,795
P-3351,B-866,jewellery,necklaces chains,necklaces,3.2,12-01-2015,489
P-5206,B-1379,jewellery,necklaces chains,necklaces,2.4,12-01-2013,393
P-8465,B-2232,jewellery,necklaces chains,necklaces,2.3,03-10-2016,1498
P-9175,B-2358,footwear,kids infant footwear,for girls,1.3,14-03-2020,896
P-4443,B-1169,jewellery,necklaces chains,necklaces,3.1,12-01-2014,345
P-11374,B-3078,footwear,men s footwear,casual shoes,5,29-12-2017,1999
P-4517,B-2372,clothing,women s clothing,western wear,4.2,30-12-2014,479
P-5300,B-1416,jewellery,necklaces chains,necklaces,3.6,12-01-2013,396
P-10074,B-2658,jewellery,bangles bracelets armlets,bracelets,2.4,20-12-2015,596
P-9322,B-2372,clothing,women s clothing,western wear,4.7,30-12-2016,491
P-2556,B-639,home decor festive needs,wall decor clocks,wall decals stickers,1,31-12-2016,299
P-8333,B-3078,clothing,women s clothing,western wear,3.7,01-01-2014,497
P-6962,B-3078,clothing,women s clothing,western wear,4.1,12-01-2019,698
P-472,B-3078,clothing,women s clothing,western wear,4.3,01-01-2017,594
P-8911,B-2307,jewellery,rings,unknown,1.8,01-01-2019,27673
P-11046,B-2930,jewellery,earrings,unknown,1.6,12-12-2014,675
P-8430,B-1154,clothing,women s clothing,lingerie sleep swimwear,3.8,01-07-2016,399
P-7401,B-3078,toys school supplies,school supplies,geometry pencil boxes,3.8,12-01-2014,294
P-438,B-101,home improvement,lawn gardening,plants,4.6,01-07-2016,70
P-6680,B-3078,footwear,men s footwear,formal shoes,3.5,29-12-2017,593
P-10634,B-3078,clothing,women s clothing,lingerie sleep swimwear,4.8,12-12-2012,230
P-1205,B-191,jewellery,accessories,brooches,2.2,28-02-2018,492
P-992,B-133,automotive,accessories spare parts,car interior exterior,4.5,12-01-2018,1379
P-1319,B-219,home furnishing,curtains accessories,curtains,2.7,03-03-2013,491
P-3797,B-3078,watches,wrist watches,flippd wrist watches,4,01-07-2019,744
P-7757,B-3078,clothing,men s clothing,t shirts,2.3,13-12-2019,272
P-4456,B-1176,computers,laptop accessories,laptop adapters,3.8,06-10-2018,1793
P-3642,B-3078,watches,wrist watches,fastrack wrist watches,4.4,01-07-2019,747
P-4338,B-1128,jewellery,necklaces chains,necklaces,1.8,12-01-2012,294
P-5946,B-2679,clothing,women s clothing,western wear,5,30-12-2015,290
P-8219,B-2175,clothing,women s clothing,western wear,1.5,05-10-2018,897
P-4886,B-1291,jewellery,necklaces chains,necklaces,4.3,12-01-2015,296
P-3469,B-901,tools hardware,tools,hardware electricals,4.1,25-02-2017,1660
P-298,B-80,jewellery,bangles bracelets armlets,bangles,2.2,20-12-2014,596
P-12406,B-3302,tools hardware,tools,gardening tools,5,01-07-2015,3397
P-418,B-3078,beauty and personal care,fragrances,deodorants,3.4,12-01-2019,161
P-179,B-2680,clothing,women s clothing,western wear,4.4,30-12-2018,370
P-261,B-3078,clothing,women s clothing,western wear,1.2,01-07-2013,594
P-6139,B-3078,clothing,women s clothing,western wear,4.8,12-01-2012,689
P-11706,B-3078,clothing,women s clothing,western wear,1.8,01-07-2015,1691
P-3212,B-3078,beauty and personal care,makeup,lips,4.5,01-01-2013,177
P-10495,B-2745,clothing,women s clothing,winter seasonal wear,2.3,16-03-2016,590
P-2604,B-3078,clothing,kids clothing,girls wear,3.7,01-07-2017,1601
P-3423,B-885,clothing,women s clothing,western wear,4.8,05-12-2020,923
P-12191,B-2281,clothing,women s clothing,lingerie sleep swimwear,3.1,01-07-2014,313
P-9253,B-2389,automotive,accessories spare parts,automotive combo,2.4,12-01-2018,189
P-10716,B-2821,tools hardware,tools,gardening tools,3.4,01-07-2015,863
P-2569,B-645,footwear,kids infant footwear,for boys,3.9,17-06-2014,492
P-12331,B-3281,jewellery,pendants lockets,yellow chimes butterfly fairy alloy,1.4,05-02-2020,963
P-9112,B-3078,clothing,women s clothing,ethnic wear,2,12-12-2017,934
P-1720,B-359,jewellery,bangles bracelets armlets,bracelets,3.4,20-12-2015,198
P-8509,B-3078,toys school supplies,school supplies,school bags,2.8,12-12-2018,778
P-9411,B-3078,sports fitness,other sports,skating,2.6,12-01-2012,4640
P-474,B-3078,clothing,women s clothing,leggings jeggings,1.5,01-07-2020,519
P-4440,B-1169,jewellery,accessories,brooches,4.3,28-02-2013,388
P-4813,B-1269,clothing,men s clothing,inner wear sleep wear,3.7,16-06-2014,599
P-2699,B-697,jewellery,mangalsutras tanmaniyas,decon alloy mangalsutra,3,17-06-2015,299
P-7643,B-3078,clothing,men s clothing,t shirts,4.2,13-12-2016,775
P-5944,B-3078,clothing,men s clothing,winter seasonal wear,1.5,31-12-2012,796
P-615,B-133,automotive,accessories spare parts,car interior exterior,3.9,12-01-2017,1594
P-3518,B-2679,clothing,women s clothing,western wear,2.4,30-12-2017,447
P-9062,B-2323,home furnishing,cushions pillows covers,cushion covers,4.7,12-12-2019,981
P-12198,B-3251,jewellery,necklaces chains,necklaces,4,12-01-2015,474
P-8092,B-3078,clothing,kids clothing,infants wear,2.6,12-12-2015,264
P-11542,B-3082,jewellery,necklaces chains,necklaces,4.8,12-01-2014,421
P-1897,B-405,jewellery,rings,unknown,3.8,01-01-2019,25082
P-8862,B-3078,footwear,men s footwear,sports shoes,4.5,29-12-2018,1922
P-12252,B-3266,toys school supplies,action figures,x plus action figures,1.7,03-03-2018,3860
P-5195,B-1378,jewellery,necklaces chains,necklaces,2,12-01-2013,325
P-6489,B-3078,clothing,women s clothing,western wear,3.3,12-01-2016,989
P-3483,B-905,furniture,living room furniture,sofa beds futons,1.8,25-03-2018,22643
P-5538,B-2355,clothing,women s clothing,lingerie sleep swimwear,1.9,01-07-2014,387
P-4380,B-1141,baby care,strollers activity gear,strollers prams,3.1,03-11-2017,9367
P-691,B-133,automotive,accessories spare parts,car interior exterior,3.7,12-01-2014,1589
P-2293,B-680,clothing,women s clothing,lingerie sleep swimwear,2.2,01-07-2016,189
P-3551,B-916,clothing,men s clothing,t shirts,1.7,13-06-2013,540
P-1717,B-359,jewellery,bangles bracelets armlets,bracelets,2,01-04-2015,206
P-11279,B-2984,computers,network components,routers,4.1,12-01-2014,1749
P-12530,B-3078,footwear,men s footwear,formal shoes,3.3,29-12-2017,1193
P-2841,B-734,jewellery,necklaces chains,necklaces,3.3,12-01-2017,295
P-11659,B-3130,kitchen dining,cookware,steamers idli makers,4.3,22-03-2015,993
P-3699,B-947,jewellery,necklaces chains,necklaces,1.8,12-01-2017,477
P-6275,B-3078,clothing,women s clothing,western wear,1.3,30-12-2015,342
P-8180,B-2160,automotive,accessories spare parts,car interior exterior,2.7,14-12-2015,439
P-8366,B-2198,pens stationery,pens,roller ball pens,3.3,12-12-2012,717
P-8881,B-3078,watches,wrist watches,r s wrist watches,1.7,12-12-2019,241
P-4229,B-1092,clothing,kids clothing,infants wear,3.8,05-03-2015,417
P-9476,B-2449,jewellery,bangles bracelets armlets,bangles,3.8,29-12-2014,493
P-1477,B-267,automotive,accessories spare parts,car bike lighting,1.9,24-04-2014,286
P-6593,B-3231,clothing,women s clothing,lingerie sleep swimwear,3.2,01-07-2014,374
P-1913,B-405,jewellery,bangles bracelets armlets,bracelets,2.8,29-12-2017,25896
P-2342,B-557,jewellery,rings,unknown,3.4,01-06-2015,1874
P-9474,B-2448,jewellery,bangles bracelets armlets,bangles,4,31-12-2018,695
P-3843,B-3078,beauty and personal care,fragrances,deodorants,4.6,12-01-2018,280
P-8691,B-3078,kitchen dining,coffee mugs,prithish coffee mugs,4,12-01-2013,175
P-5457,B-1451,jewellery,necklaces chains,necklaces,1.7,12-01-2019,342
P-6319,B-1646,computers,network components,routers,3.9,12-01-2015,2085
P-3250,B-3078,beauty and personal care,fragrances,deodorants,1.1,12-01-2012,297
P-12535,B-3078,footwear,men s footwear,casual shoes,4.9,29-12-2013,1240
P-3892,B-1004,jewellery,necklaces chains,necklaces,3.8,12-01-2018,372
P-8248,B-2355,clothing,women s clothing,lingerie sleep swimwear,1,01-07-2015,411
P-5120,B-3078,clothing,women s clothing,western wear,5,12-01-2014,849
P-6516,B-3078,clothing,kids clothing,boys wear,1.3,12-12-2017,445
P-7121,B-3078,clothing,women s clothing,western wear,3.3,12-01-2012,989
P-10522,B-2753,furniture,general utility furniture,puja mandir temple,4.6,06-09-2017,791
P-5261,B-2679,clothing,women s clothing,western wear,4.5,30-12-2013,488
P-11834,B-3182,vishudh printed women s straight kurta,unknown,unknown,3.6,04-05-2020,498
P-7161,B-1911,clothing,men s clothing,winter seasonal wear,2.8,04-02-2018,959
P-3129,B-810,tools hardware,tools,gardening tools,4.4,01-07-2019,992
P-11162,B-3078,watches,wrist watches,timewel wrist watches,1.5,01-07-2013,785
P-7976,B-3078,clothing,men s clothing,t shirts,2.4,13-12-2016,546
P-7567,B-3078,clothing,men s clothing,t shirts,1.1,13-12-2016,415
P-5559,B-1478,jewellery,necklaces chains,necklaces,2.6,12-01-2016,236
P-12245,B-3078,toys school supplies,school supplies,geometry pencil boxes,3.1,12-01-2014,218
P-10095,B-2669,clothing,men s clothing,winter seasonal wear,2.1,20-05-2013,792
P-3606,B-932,clothing,women s clothing,ethnic wear,4.4,03-07-2014,2546
P-11353,B-3014,jewellery,earrings,unknown,4.9,12-12-2013,169
P-10326,B-2731,footwear,women s footwear,heels,3,20-06-2017,497
P-3532,B-3078,footwear,women s footwear,heels,4.1,31-12-2018,990
P-10402,B-2741,automotive,accessories spare parts,car bike styling,1.2,24-02-2013,1997
P-7273,B-3078,clothing,women s clothing,western wear,5,30-12-2018,296
P-10905,B-2373,clothing,women s clothing,western wear,4.9,30-12-2015,495
P-9524,B-2463,home decor festive needs,showpieces,s c handicrafts showpieces,3.7,12-01-2017,8896
P-5769,B-1517,jewellery,rings,unknown,4.5,01-06-2016,34220
P-2905,B-3078,watches,wrist watches,disney wrist watches,2.1,12-04-2019,891
P-5489,B-1461,beauty and personal care,makeup,face,4.8,15-06-2014,5812
P-303,B-80,jewellery,earrings,unknown,1.2,12-12-2015,274
P-484,B-119,kitchen dining,coffee mugs,akup coffee mugs,4.4,20-03-2019,259
P-11444,B-3051,bags wallets belts,wallets clutches,travel document holders card holders,4.6,14-06-2015,261
P-600,B-133,automotive,accessories spare parts,car interior exterior,2.8,12-01-2015,1590
P-12391,B-2355,clothing,women s clothing,lingerie sleep swimwear,1,01-07-2017,198
P-11701,B-3142,jewellery,jewellery sets,unknown,1.7,01-04-2014,640
P-1269,B-3078,footwear,men s footwear,casual shoes,1.8,29-12-2013,1734
P-723,B-133,automotive,accessories spare parts,car interior exterior,4,12-01-2013,1596
P-8135,B-3078,beauty and personal care,fragrances,deodorants,1.8,12-01-2014,314
P-3896,B-1004,jewellery,rings,frabjous sterling silver toe ring set,4.5,25-03-2014,589
P-10548,B-2761,kitchen dining,bar glassware,bar glasses,2.1,06-10-2019,1654
P-10791,B-3078,toys school supplies,remote control toys,syma remote control toys,1.3,01-01-2015,4197
P-9248,B-3078,clothing,women s clothing,western wear,2.2,01-07-2020,686
P-4222,B-1088,jewellery,necklaces chains,necklaces,4,12-01-2019,229
P-8146,B-3078,beauty and personal care,fragrances,deodorants,3.3,12-01-2013,270
P-3412,B-2372,clothing,women s clothing,western wear,3.2,30-12-2018,445
P-2107,B-3078,watches,wrist watches,calibro wrist watches,2.5,12-04-2016,691
P-4790,B-1264,computers,laptop accessories,batteries,2.9,01-07-2018,3688
P-12507,B-3340,jewellery,necklaces chains,necklaces,4.3,12-01-2012,497
P-8364,B-2198,pens stationery,pens,ball pens,1.7,12-12-2014,985
P-6327,B-3078,clothing,women s clothing,western wear,1.4,12-01-2016,788
P-11501,B-3078,bags wallets belts,bags,backpacks,4.1,01-01-2014,499
P-7690,B-3078,clothing,men s clothing,t shirts,4.1,13-12-2016,711
P-10221,B-2710,jewellery,bangles bracelets armlets,bangles,1.8,31-12-2018,589
P-9546,B-2469,clothing,kids clothing,girls wear,3.1,06-09-2013,1097
P-5741,B-1517,jewellery,rings,unknown,3.2,01-06-2019,38806
P-4206,B-3078,watches,wrist watches,gift island wrist watches,1.5,01-07-2018,699
P-4820,B-3078,clothing,women s clothing,western wear,3.1,01-04-2017,2272
P-4195,B-3078,watches,wrist watches,gift island wrist watches,4.5,01-07-2013,796
P-9957,B-2606,bags wallets belts,wallets clutches,clutches,4.5,06-02-2018,285
P-4656,B-1236,beauty and personal care,health care,health care devices,3.3,24-05-2018,5200
P-8181,B-2161,kitchen dining,cookware,pots pans,5,12-01-2014,389
P-11061,B-2933,mobiles accessories,tablet accessories,cases covers,2.8,20-12-2014,599
P-11982,B-3197,jewellery,necklaces chains,necklaces,2.2,12-01-2013,383
P-5124,B-2679,clothing,men s clothing,shirts,3.2,12-06-2015,392
P-1775,B-384,kitchen dining,cookware,pots pans,2.3,12-01-2016,1089
P-12474,B-3078,footwear,women s footwear,casual shoes,3.4,12-01-2015,495
P-8015,B-3078,beauty and personal care,combos and kits,oxyglow combos and kits,3.4,12-12-2012,658
P-3445,B-893,sunglasses,eye glass wayfarer sunglasses,unknown,2.4,24-06-2015,288
P-1249,B-205,computers,laptop accessories,batteries,4,01-07-2015,1489
P-223,B-64,automotive,accessories spare parts,car interior exterior,1.3,12-01-2013,3393
P-4487,B-1185,footwear,women s footwear,casual shoes,3.1,03-03-2019,368
P-8716,B-3078,kitchen dining,coffee mugs,prithish coffee mugs,2.5,12-01-2013,198
P-5706,B-1517,jewellery,rings,unknown,2.7,01-01-2018,24361
P-12124,B-3234,computers,network components,routers,3.7,12-01-2017,1191
P-6919,B-3078,clothing,women s clothing,western wear,3.7,12-01-2012,790
P-2474,B-2372,clothing,women s clothing,western wear,1.5,30-12-2017,369
P-9932,B-2604,home decor festive needs,decorative lighting lamps,lanterns,3.4,18-04-2015,693
P-11509,B-3078,bags wallets belts,bags,backpacks,4.4,01-01-2020,596
P-4972,B-3078,clothing,women s clothing,western wear,1.7,12-01-2015,997
P-9064,B-3078,clothing,women s clothing,ethnic wear,1,29-12-2018,854
P-1863,B-405,jewellery,rings,unknown,4.2,01-06-2013,15913
P-3168,B-817,home furnishing,cushions pillows covers,cushion covers,2.3,12-12-2012,400
P-7791,B-3078,clothing,men s clothing,t shirts,1.7,13-12-2018,294
P-6776,B-1801,clothing,men s clothing,shirts,1.9,03-12-2019,1191
P-2005,B-432,mobiles accessories,tablet accessories,cases covers,3.8,01-01-2014,1499
P-21,B-1,automotive,accessories spare parts,car interior exterior,4.2,12-01-2012,2750
P-5757,B-1517,jewellery,rings,unknown,2.2,01-01-2015,21409
P-10774,B-2845,clothing,men s clothing,accessories combo sets,4.1,21-06-2016,229
P-12230,B-3078,clothing,men s clothing,t shirts,4.8,15-12-2019,785
P-10339,B-2735,jewellery,earrings,unknown,2.2,12-12-2016,408
P-181,B-3078,clothing,women s clothing,ethnic wear,3.7,12-03-2017,496
P-125,B-30,jewellery,necklaces chains,necklaces,4.9,12-01-2018,796
P-3656,B-3078,watches,wrist watches,fastrack wrist watches,2,01-07-2013,643
P-10185,B-3078,clothing,men s clothing,t shirts,1.3,01-07-2019,594
P-5316,B-1417,jewellery,necklaces chains,necklaces,2.1,12-01-2017,321
P-2982,B-3078,beauty and personal care,body and skin care,hand care,2,12-01-2015,261
P-8160,B-2149,home decor festive needs,showpieces,parv collections showpieces,3.8,01-04-2020,730
P-2215,B-3078,footwear,women s footwear,heels,2,31-12-2015,789
P-983,B-133,automotive,accessories spare parts,car interior exterior,2.8,12-01-2017,1377
P-1722,B-359,jewellery,bangles bracelets armlets,bracelets,1.1,03-03-2020,397
P-6389,B-2679,clothing,men s clothing,shirts,2,12-06-2018,459
P-10370,B-2741,automotive,accessories spare parts,spares performance parts,4.1,03-12-2016,591
